"","x"
"210","RXN-13191: (expasy) Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [1.14.13.81]"
"211","RXN-13323: (expasy) 15-cis-phytoene synthase [2.5.1.32]"
"212","RXN-13403: (expasy) Uroporphyrinogen-III C-methyltransferase [2.1.1.107]"
"213","RXN-13426: (metacyc) &alpha;-linolenoyl-CoA &Delta;6-desaturase [1.14.19.3]"
"214","RXN-13439: (expasy) Cyanophycin synthase (L-aspartate-adding) [6.3.2.29]"
"215","RXN-13440: (expasy) Cyanophycin synthase (L-arginine-adding) [6.3.2.30]"
"216","RXN-14063: (expasy) Adenosylcobinamide kinase [2.7.1.156]"
"217","RXN-14090: (expasy) 3'-nucleotidase [3.1.3.6]"
"218","RXN-14115: (expasy) 3'-nucleotidase [3.1.3.6]"
"219","RXN-14116: (expasy) L-glutamate gamma-semialdehyde dehydrogenase [1.2.1.88]"
"220","RXN-14124: (expasy) 3'-nucleotidase [3.1.3.6]"
"221","RXN-14126: (expasy) 3'-nucleotidase [3.1.3.6]"
"222","RXN-14129: (expasy) Cytosine deaminase [3.5.4.1]"
"223","RXN-14197: (expasy) Cytosine deaminase [3.5.4.1]"
"224","RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]"
"225","RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]"
"226","RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]"
"227","RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]"
"228","RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]"
"229","RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28]"
"230","RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]"
"231","RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]"
"232","RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]"
"233","RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]"
"234","RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]"
"235","RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]"
"236","RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87]"
"237","RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]"
"238","RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]"
"239","RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]"
"240","RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]"
"241","RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]"
"242","RXN-15043: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"243","RXN-15521: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]"
"244","RXN-15635: (expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11]"
"245","RXN-15881: (expasy) Cysteine desulfurase [2.8.1.7]"
"246","RXN-16023: (expasy) sn-1 stearoyl-lipid 9-desaturase [1.14.19.28]"
"247","RXN-16025: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"248","RXN-16032: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"249","RXN-16065: (expasy) Acyl-CoA 6-desaturase [1.14.19.3]"
"250","RXN-16067: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"251","RXN-16068: (expasy) sn-1 oleoyl-lipid 12-desaturase [1.14.19.45]"
"252","RXN-16069: (expasy) sn-1 linoleoyl-lipid 6-desaturase [1.14.19.46]"
"253","RXN-16076: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"254","RXN-16077: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"255","RXN-16118: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"256","RXN-16132: (expasy) Acyl-CoA 6-desaturase [1.14.19.3]"
"257","RXN-1623: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"258","RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]"
"259","RXN-16701: (expasy) 2-oxoglutarate reductase [1.1.1.399]"
"260","RXN-16937: (expasy) Flavin prenyltransferase [2.5.1.129]"
"261","RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"262","RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"263","RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"264","RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"265","RXN-17012: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"266","RXN-17013: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"267","RXN-17014: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"268","RXN-17015: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"269","RXN-17019: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"270","RXN-17020: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"271","RXN-17021: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"272","RXN-17022: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"273","RXN-17023: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"274","RXN-17024: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"275","RXN-17112: (expasy) Acyl-CoA 6-desaturase [1.14.19.3]"
"276","RXN-17372: (expasy) Demethyl-4-deoxygadusol synthase [4.2.3.154]"
"277","RXN-17428: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83]"
"278","RXN-17678: (expasy) Dihydroflavanol 4-reductase [1.1.1.219]"
"279","RXN-17729: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"280","RXN-17951: (expasy) Glycine oxidase [1.4.3.19]"
"281","RXN-17956: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1]"
"282","RXN-17959: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1]"
"283","RXN-18082: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52]"
"284","RXN-18092: (expasy) Gamma-glutamyltransferase [2.3.2.2]"
"285","RXN-1823: (expasy) Alpha-amylase [3.2.1.1]"
"286","RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1]"
"287","RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25]"
"288","RXN-18345: (expasy) Biliverdin reductase [1.3.1.24]"
"289","RXN-18435: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23]"
"290","RXN-18694: (expasy) Molybdopterin synthase [2.8.1.12]"
"291","RXN-18696: (expasy) Deaminated glutathione amidase [3.5.1.128]"
"292","RXN-18719: (expasy) AMBIGUOUS [3.4.11.15; 3.4.11.6]"
"293","RXN-18777: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]"
"294","RXN-19025: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"295","RXN-19026: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"296","RXN-19229: (expasy) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase [2.5.1.147]"
"297","RXN-19230: (expasy) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [4.3.1.32]"
"298","RXN-19242: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"299","RXN-19243: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"300","RXN-19244: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"301","RXN-19245: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"302","RXN-19246: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"303","RXN-19247: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"304","RXN-19248: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"305","RXN-19916: (expasy) Fructose-bisphosphate aldolase [4.1.2.13]"
"306","RXN-19947: (expasy) AMBIGUOUS [2.4.1.25; 3.2.1.33]"
"307","RXN-20037: (expasy) Cysteine desulfurase [2.8.1.7]"
"308","RXN-20190: (expasy) Nitrogenase [1.18.6.1]"
"309","RXN-20505: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]"
"310","RXN-20512: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"311","RXN-20528: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"312","RXN-20565: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"313","RXN-20897: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]"
"314","RXN-21092: (expasy) Glycogen phosphorylase [2.4.1.1]"
"315","RXN-21228: (expasy) Citrate synthase (unknown stereospecificity) [2.3.3.16]"
"316","RXN-21266: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23]"
"317","RXN-21432: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52]"
"318","RXN-21489: (expasy) Testosterone 17-beta-dehydrogenase (NADP(+)) [1.1.1.64]"
"319","RXN-21496: (expasy) Testosterone 17-beta-dehydrogenase (NADP(+)) [1.1.1.64]"
"320","RXN-21514: (expasy) Caffeoyl-CoA O-methyltransferase [2.1.1.104]"
"321","RXN-21560: (expasy) Cysteine desulfurase [2.8.1.7]"
"322","RXN-21566: (expasy) Cysteine desulfurase [2.8.1.7]"
"323","RXN-21711: (expasy) Beta-aspartyl-peptidase [3.4.19.5]"
"324","RXN-22: (expasy) Argininosuccinate lyase [4.3.2.1]"
"325","RXN-2542: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]"
"326","RXN-2762: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]"
"327","RXN-5285: (expasy) Protochlorophyllide reductase [1.3.1.33]"
"328","RXN-600: (expasy) Dihydroflavanol 4-reductase [1.1.1.219]"
"329","RXN-6222: (expasy) Sucrose synthase [2.4.1.13]"
"330","RXN-6601: (expasy) Gamma-glutamyltransferase [2.3.2.2]"
"331","RXN-7568: (expasy) 2-carboxy-1,4-naphthoquinone phytyltransferase [2.5.1.130]"
"332","RXN-7569: (metacyc) demethylphylloquinol methyltransferase [2.1.1.329]"
"333","RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]"
"334","RXN-7682: (expasy) Xanthine dehydrogenase [1.17.1.4]"
"335","RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]"
"336","RXN-7784: (expasy) Dihydroflavanol 4-reductase [1.1.1.219]"
"337","RXN-8156: (expasy) Sulfide-cytochrome-c reductase (flavocytochrome c) [1.8.2.3]"
"338","RXN-8342: (expasy) Molybdopterin synthase [2.8.1.12]"
"339","RXN-8631: (expasy) Fructose-bisphosphate aldolase [4.1.2.13]"
"340","RXN-8672: (expasy) Glycine oxidase [1.4.3.19]"
"341","RXN-8673: (expasy) Glycine oxidase [1.4.3.19]"
"342","RXN-8674: (expasy) Glycine oxidase [1.4.3.19]"
"343","RXN-8732: (expasy) [Protein ADP-ribosylarginine] hydrolase [3.2.2.19]"
"344","RXN-8751: (expasy) Xanthine dehydrogenase [1.17.1.4]"
"345","RXN-8752: (expasy) Xanthine dehydrogenase [1.17.1.4]"
"346","RXN-8753: (expasy) Xanthine dehydrogenase [1.17.1.4]"
"347","RXN-8760: (expasy) Cobalt-factor II C(20)-methyltransferase [2.1.1.151]"
"348","RXN-8769: (expasy) Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.11]"
"349","RXN-8999: (expasy) diphosphate specific) [2.5.1.31]"
"350","RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]"
"351","RXN-9024: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]"
"352","RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]"
"353","RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]"
"354","RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]"
"355","RXN-9591: (expasy) Acyl phosphate:glycerol-3-phosphate acyltransferase [2.3.1.275]"
"356","RXN-9601: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6]"
"357","RXN-9616: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6]"
"358","RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7]"
"359","RXN-9857: (expasy) Carboxymethylenebutenolidase [3.1.1.45]"
"360","RXN-9868: (expasy) Carboxymethylenebutenolidase [3.1.1.45]"
"361","RXN-9887: (expasy) Carboxymethylenebutenolidase [3.1.1.45]"
"362","RXN-9890: (expasy) Carboxymethylenebutenolidase [3.1.1.45]"
"363","RXN-9952: (expasy) Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) [1.1.1.44]"
"364","RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN: (expasy) Magnesium protoporphyrin IX methyltransferase [2.1.1.11]"
"365","RXN0-1342: (expasy) S-adenosylmethionine:tRNA ribosyltransferase-isomerase [2.4.99.17]"
"366","RXN0-1461: (expasy) Coproporphyrinogen oxidase [1.3.3.3]"
"367","RXN0-1602: (expasy) XTP/dITP diphosphatase [3.6.1.66]"
"368","RXN0-1603: (expasy) XTP/dITP diphosphatase [3.6.1.66]"
"369","RXN0-2441: (expasy) Trans-aconitate 2-methyltransferase [2.1.1.144]"
"370","RXN0-2584: (expasy) Uracil-DNA glycosylase [3.2.2.27]"
"371","RXN0-302: (expasy) 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [4.6.1.12]"
"372","RXN0-3241: (expasy) Beta-aspartyl-peptidase [3.4.19.5]"
"373","RXN0-363: (expasy) Purine nucleosidase [3.2.2.1]"
"374","RXN0-366: (metacyc) guanosine hydrolase [3.2.2.1]"
"375","RXN0-4342: (expasy) D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [2.7.7.70]"
"376","RXN0-4621: (expasy) Anhydro-N-acetylmuramic acid kinase [2.7.1.170]"
"377","RXN0-5063: (expasy) tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase [2.8.4.3]"
"378","RXN0-5181: (expasy) Alpha-amylase [3.2.1.1]"
"379","RXN0-5182: (expasy) Glycogen phosphorylase [2.4.1.1]"
"380","RXN0-5184: (expasy) Glycogen phosphorylase [2.4.1.1]"
"381","RXN0-5226: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52]"
"382","RXN0-5507: (expasy) 6-carboxytetrahydropterin synthase [4.1.2.50]"
"383","RXN0-5514: (metacyc) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"384","RXN0-6427: (expasy) Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [3.1.7.2]"
"385","RXN0-6478: (expasy) Ribonuclease E [3.1.26.12]"
"386","RXN0-6485: (expasy) Ribonuclease E [3.1.26.12]"
"387","RXN0-6491: (metacyc) dihydroorotate dehydrogenase [1.3.5.2]"
"388","RXN0-6515: (expasy) 16S rRNA (guanine(966)-N(2))-methyltransferase [2.1.1.171]"
"389","RXN0-6521: (expasy) Ribonuclease E [3.1.26.12]"
"390","RXN0-6522: (expasy) Ribonuclease E [3.1.26.12]"
"391","RXN0-6523: (expasy) Ribonuclease E [3.1.26.12]"
"392","RXN0-6554: (expasy) Dihydroorotate dehydrogenase (quinone) [1.3.5.2]"
"393","RXN0-6575: (expasy) 7-carboxy-7-deazaguanine synthase [4.3.99.3]"
"394","RXN0-6705: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]"
"395","RXN0-6727: (expasy) ADP-dependent NAD(P)H-hydrate dehydratase [4.2.1.136]"
"396","RXN0-6734: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1]"
"397","RXN0-6948: (expasy) Amino-acid N-acetyltransferase [2.3.1.1]"
"398","RXN0-884: (expasy) 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [1.17.7.4]"
"399","RXN0-901: (expasy) Xanthine dehydrogenase [1.17.1.4]"
"400","RXN0-949: (expasy) Lipoyl synthase [2.8.1.8]"
"401","RXN1F-10: (expasy) Protochlorophyllide reductase [1.3.1.33]"
"402","RXN1F-20: (expasy) Magnesium chelatase [6.6.1.1]"
"403","RXN490-3616: (metacyc) Aspartate--tRNA ligase [6.1.1.23]"
"404","RXN66-336: (expasy) Gamma-glutamyltransferase [2.3.2.2]"
"405","SAMDECARB-RXN: (expasy) Adenosylmethionine decarboxylase [4.1.1.50]"
"406","SEDOBISALDOL-RXN: (expasy) Fructose-bisphosphate aldolase [4.1.2.13]"
"407","SHIKIMATE-5-DEHYDROGENASE-RXN: (expasy) Shikimate dehydrogenase [1.1.1.25]"
"408","SHIKIMATE-KINASE-RXN: (expasy) Shikimate kinase [2.7.1.71]"
"409","SPERMIDINESYN-RXN: (expasy) Spermidine synthase [2.5.1.16]"
"410","SUCCDIAMINOPIMDESUCC-RXN: (expasy) Succinyl-diaminopimelate desuccinylase [3.5.1.18]"
"411","SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Succinate-semialdehyde dehydrogenase (NAD(+)) [1.2.1.24]"
"412","SUCCINYLDIAMINOPIMTRANS-RXN: (expasy) Succinyldiaminopimelate transaminase [2.6.1.17]"
"413","SUCROSE-PHOSPHORYLASE-RXN: (expasy) Sucrose phosphorylase [2.4.1.7]"
"414","SUCROSE-SYNTHASE-RXN: (expasy) Sucrose synthase [2.4.1.13]"
"415","TEICHOICSYN2-RXN: (expasy) mannosaminyltransferase [2.4.1.187]"
"416","THI-P-SYN-RXN: (expasy) Thiamine phosphate synthase [2.5.1.3]"
"417","THIAMINASE-RXN: (expasy) Aminopyrimidine aminohydrolase [3.5.99.2]"
"418","THRESYN-RXN: (expasy) Threonine synthase [4.2.3.1]"
"419","TRANS-RXN-238: (expasy) ABC-type phosphonate transporter [7.3.2.2]"
"420","TRIOSEPISOMERIZATION-RXN: (expasy) Triose-phosphate isomerase [5.3.1.1]"
"421","TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN: (expasy) tRNA (guanine(46)-N(7))-methyltransferase [2.1.1.33]"
"422","TYROSINE--TRNA-LIGASE-RXN: (expasy) Tyrosine--tRNA ligase [6.1.1.1]"
"423","UDP-NACMUR-ALA-LIG-RXN: (expasy) UDP-N-acetylmuramate--L-alanine ligase [6.3.2.8]"
"424","UDP-NACMURALA-GLU-LIG-RXN: (expasy) UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [6.3.2.9]"
"425","UDP-NACMURALGLDAPAALIG-RXN: (metacyc) UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate ligase [6.3.2.10]"
"426","UDPGLCNACEPIM-RXN: (expasy) UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [5.1.3.14]"
"427","UGD-RXN: (expasy) UDP-glucose 6-dehydrogenase [1.1.1.22]"
"428","UNDECAPRENYL-DIPHOSPHATASE-RXN: (expasy) Undecaprenyl-diphosphate phosphatase [3.6.1.27]"
"429","URACIL-PRIBOSYLTRANS-RXN: (expasy) Uracil phosphoribosyltransferase [2.4.2.9]"
"430","VALINE--TRNA-LIGASE-RXN: (expasy) Valine--tRNA ligase [6.1.1.9]"
